,,municipality,commune,pic_1,panoramaid1,pic_2_1,panoramaid2,pic_2_2,panoramaid3,pic_2_3,panoramaid4,pic_2_4,panoramaid5,pic_2_5,pic_2_2_detections,pic_1_detections,pic_2_1_detections,pic_2_3_detections,pic_2_4_detections,pic_2_5_detections
uuid:060f9a1a-597e-48e0-8260-9d854d45332e,Feb 6,Viana,Viana Sede,1549453221698.jpg,Left,1549453237164.jpg,Left-front,1549453251996.jpg,Front,1549453263180.jpg,Front-right,1549453276439.jpg,Right,1549453289747.jpg,[],"[{'name': 'person', 'percentage_probability': 99.1512656211853, 'box_points': [279, 290, 401, 526]}]","[{'name': 'car', 'percentage_probability': 71.81254625320435, 'box_points': [336, 246, 396, 277]}, {'name': 'person', 'percentage_probability': 93.16822290420532, 'box_points': [187, 241, 336, 475]}]",[],[],[]
uuid:0628cd86-3fd7-41e7-a19c-590a8393d293,Jan 30,Cacuaco,Cacuaco,1548843351206.jpg,Left,1548843363858.jpg,Left-front,1548843386332.jpg,Front,1548843393224.jpg,Front-right,1548843399878.jpg,Right,1548843406587.jpg,[],"[{'name': 'person', 'percentage_probability': 53.35155725479126, 'box_points': [242, 310, 275, 382]}]","[{'name': 'person', 'percentage_probability': 69.46426630020142, 'box_points': [565, 214, 639, 476]}, {'name': 'person', 'percentage_probability': 79.01116609573364, 'box_points': [270, 235, 350, 477]}]",[],[],"[{'name': 'chair', 'percentage_probability': 90.81597328186035, 'box_points': [174, 403, 304, 477]}]"
uuid:0636c777-3d27-45d0-ac5f-9f9b10f5a50a,Feb 5,Kilamba Kiaxi,Kilamba Kiaxi,1549365524224.jpg,Left,1549365545373.jpg,Left-front,1549365556924.jpg,Front,1549365570715.jpg,Front-right,1549365589827.jpg,Right,1549365602919.jpg,"[{'name': 'person', 'percentage_probability': 92.70015954971313, 'box_points': [324, 159, 348, 217]}, {'name': 'fire hydrant', 'percentage_probability': 55.69740533828735, 'box_points': [292, 185, 306, 211]}, {'name': 'person', 'percentage_probability': 54.4550895690918, 'box_points': [435, 151, 462, 214]}, {'name': 'person', 'percentage_probability': 88.98352384567261, 'box_points': [440, 149, 471, 230]}, {'name': 'person', 'percentage_probability': 99.53007698059082, 'box_points': [111, 130, 193, 311]}]",[],"[{'name': 'person', 'percentage_probability': 56.202226877212524, 'box_points': [597, 70, 620, 125]}, {'name': 'person', 'percentage_probability': 63.270896673202515, 'box_points': [622, 72, 639, 129]}]",[],[],"[{'name': 'truck', 'percentage_probability': 50.102365016937256, 'box_points': [334, 153, 374, 189]}, {'name': 'bus', 'percentage_probability': 99.41995143890381, 'box_points': [174, 156, 234, 210]}, {'name': 'bus', 'percentage_probability': 70.64725756645203, 'box_points': [419, 89, 638, 316]}, {'name': 'car', 'percentage_probability': 58.744627237319946, 'box_points': [419, 93, 637, 318]}]"
uuid:066fbcae-f8bd-4716-a041-fadf6a3d879c,Feb 5,Viana,Viana Sede,1549381323829.jpg,Left,1549381341543.jpg,Left-front,1549381838892.jpg,Front,1549381854194.jpg,Front-right,1549381882858.jpg,Right,1549381896338.jpg,"[{'name': 'bottle', 'percentage_probability': 72.48725295066833, 'box_points': [253, 380, 276, 467]}, {'name': 'bottle', 'percentage_probability': 56.546640396118164, 'box_points': [272, 383, 294, 475]}, {'name': 'bottle', 'percentage_probability': 80.38796186447144, 'box_points': [288, 407, 314, 478]}]","[{'name': 'bottle', 'percentage_probability': 66.9510006904602, 'box_points': [176, 270, 192, 325]}, {'name': 'bottle', 'percentage_probability': 66.03677272796631, 'box_points': [191, 271, 205, 324]}, {'name': 'bottle', 'percentage_probability': 71.4800477027893, 'box_points': [161, 280, 177, 326]}]","[{'name': 'person', 'percentage_probability': 66.40293598175049, 'box_points': [233, 182, 257, 258]}, {'name': 'person', 'percentage_probability': 66.52799844741821, 'box_points': [262, 192, 286, 271]}, {'name': 'bottle', 'percentage_probability': 68.09806823730469, 'box_points': [442, 381, 479, 476]}, {'name': 'bottle', 'percentage_probability': 75.82595348358154, 'box_points': [471, 424, 506, 478]}, {'name': 'person', 'percentage_probability': 97.83347845077515, 'box_points': [304, 130, 383, 312]}, {'name': 'bottle', 'percentage_probability': 56.837838888168335, 'box_points': [463, 390, 505, 477]}]",[],[],"[{'name': 'person', 'percentage_probability': 98.37628602981567, 'box_points': [487, 272, 521, 362]}]"
uuid:068cc29d-7918-42ae-b636-798c1001f431,Feb 5,Viana,Viana Sede,1549375741656.jpg,Left,1549375754562.jpg,Left-front,1549375770028.jpg,Front,1549375784195.jpg,Front-right,1549375799332.jpg,Right,1549375820456.jpg,"[{'name': 'person', 'percentage_probability': 67.4006998538971, 'box_points': [0, 140, 29, 243]}, {'name': 'umbrella', 'percentage_probability': 77.69334316253662, 'box_points': [260, 102, 452, 181]}, {'name': 'person', 'percentage_probability': 72.21640944480896, 'box_points': [468, 155, 548, 377]}, {'name': 'person', 'percentage_probability': 84.32388305664062, 'box_points': [252, 166, 305, 328]}, {'name': 'umbrella', 'percentage_probability': 81.38865828514099, 'box_points': [435, 84, 640, 176]}, {'name': 'umbrella', 'percentage_probability': 70.7409143447876, 'box_points': [259, 99, 451, 257]}]",[],"[{'name': 'person', 'percentage_probability': 75.26464462280273, 'box_points': [290, 177, 309, 229]}, {'name': 'person', 'percentage_probability': 78.23526263237, 'box_points': [488, 183, 520, 267]}]","[{'name': 'umbrella', 'percentage_probability': 60.84470748901367, 'box_points': [1, 106, 236, 231]}, {'name': 'umbrella', 'percentage_probability': 73.45104813575745, 'box_points': [3, 100, 236, 375]}]","[{'name': 'person', 'percentage_probability': 69.21166181564331, 'box_points': [-1, 194, 67, 478]}]","[{'name': 'person', 'percentage_probability': 50.5079448223114, 'box_points': [258, 232, 340, 461]}, {'name': 'person', 'percentage_probability': 89.32218551635742, 'box_points': [156, 257, 294, 474]}]"
uuid:06dcda01-8579-45bd-b810-d02c0b8854bd,Jan 28,Cacuaco,Kikolo,1548670032126.jpg,Left,1548670045728.jpg,Left-front,1548670062957.jpg,Front,1548670076590.jpg,Front-right,1548670088081.jpg,Right,1548670100071.jpg,[],[],[],[],[],[]
uuid:07779081-7817-47db-8da8-054ee746f59d,Feb 15,Cacuaco,Cacuaco,1550237704860.jpg,Left,1550237719360.jpg,Left-front,1550237726808.jpg,Front,1550237734039.jpg,Front-right,1550237742336.jpg,Right,1550237751269.jpg,"[{'name': 'car', 'percentage_probability': 88.85605335235596, 'box_points': [114, 41, 522, 223]}]",[],"[{'name': 'bench', 'percentage_probability': 54.07235026359558, 'box_points': [167, 57, 267, 124]}, {'name': 'car', 'percentage_probability': 76.39464139938354, 'box_points': [454, 59, 636, 234]}]","[{'name': 'bus', 'percentage_probability': 79.88734245300293, 'box_points': [129, 1, 344, 143]}]",[],[]
uuid:08927340-5ce7-4977-b8f5-ee382eedf82a,Feb 11,Viana,Viana Sede,1549880522117.jpg,Left,1549880535448.jpg,Left-front,1549880548567.jpg,Front,1549880573347.jpg,Front-right,1549880589774.jpg,Right,1549880649312.jpg,[],[],"[{'name': 'car', 'percentage_probability': 99.56316947937012, 'box_points': [225, 109, 319, 181]}]",[],"[{'name': 'person', 'percentage_probability': 58.44147801399231, 'box_points': [246, 302, 260, 326]}, {'name': 'motorcycle', 'percentage_probability': 51.90962553024292, 'box_points': [242, 311, 265, 327]}, {'name': 'person', 'percentage_probability': 80.4894208908081, 'box_points': [477, 320, 513, 382]}, {'name': 'motorcycle', 'percentage_probability': 76.87346339225769, 'box_points': [487, 346, 515, 401]}]","[{'name': 'person', 'percentage_probability': 73.48395586013794, 'box_points': [373, 379, 424, 445]}]"
uuid:08d280e9-a5f8-4d08-9f13-f114da697273,Jan 29,Cazenga,Tala Hadi,1548861523881.jpg,Left,1548861541193.jpg,Left-front,1548861550598.jpg,Front,1548861565275.jpg,Front-right,1548861574855.jpg,Right,1548861582778.jpg,"[{'name': 'person', 'percentage_probability': 53.35896015167236, 'box_points': [10, 205, 25, 244]}, {'name': 'bear', 'percentage_probability': 54.03919219970703, 'box_points': [130, 230, 180, 273]}]",[],"[{'name': 'person', 'percentage_probability': 67.67657399177551, 'box_points': [247, 185, 264, 238]}]",[],"[{'name': 'person', 'percentage_probability': 93.0704116821289, 'box_points': [156, 289, 269, 407]}]","[{'name': 'person', 'percentage_probability': 99.44396018981934, 'box_points': [102, 175, 204, 389]}]"
uuid:090b1194-4226-4676-983f-b860b702b184,Feb 13,Samba,Futungo de Belas,1550074522853.jpg,Left,1550074529921.jpg,Left-front,1550074536223.jpg,Front,1550074543281.jpg,Front-right,1550074549744.jpg,Right,1550074556563.jpg,"[{'name': 'car', 'percentage_probability': 98.17836284637451, 'box_points': [46, 249, 152, 311]}]","[{'name': 'person', 'percentage_probability': 50.52993893623352, 'box_points': [92, 309, 108, 358]}, {'name': 'person', 'percentage_probability': 74.5189905166626, 'box_points': [89, 294, 124, 358]}]","[{'name': 'car', 'percentage_probability': 66.6554868221283, 'box_points': [310, 268, 328, 281]}, {'name': 'car', 'percentage_probability': 78.66103053092957, 'box_points': [335, 265, 355, 285]}, {'name': 'car', 'percentage_probability': 82.85737037658691, 'box_points': [250, 263, 296, 299]}, {'name': 'car', 'percentage_probability': 93.87908577919006, 'box_points': [426, 259, 531, 323]}]",[],"[{'name': 'person', 'percentage_probability': 62.97140121459961, 'box_points': [413, 291, 427, 333]}]",[]
uuid:09513bdb-99f1-4356-9996-c04eb44e5f01,Feb 12,Viana,Viana Sede,1549965808020.jpg,Left,1549965821321.jpg,Left-front,1549965831915.jpg,Front,1549965841535.jpg,Front-right,1549965856460.jpg,Right,1549965868572.jpg,[],[],[],[],[],[]
uuid:099a3ec2-f537-436b-b44c-d0b9318a96aa,Feb 13,Viana,Viana Sede,1550062271831.jpg,Left,1550062292518.jpg,Left-front,1550062320302.jpg,Front,1550062345693.jpg,Front-right,1550062370873.jpg,Right,1550062405214.jpg,[],"[{'name': 'bird', 'percentage_probability': 67.60735511779785, 'box_points': [103, 72, 136, 113]}]",[],[],[],[]
uuid:09e43d8b-37a7-43a5-bd4f-7c0371de1831,Feb 4,Viana,Viana Sede,1549279410638.jpg,Left,1549279424013.jpg,Left-front,1549279438422.jpg,Front,1549279450242.jpg,Front-right,1549279463985.jpg,Right,1549279474257.jpg,[],"[{'name': 'person', 'percentage_probability': 97.45827913284302, 'box_points': [55, 247, 106, 433]}, {'name': 'person', 'percentage_probability': 94.15106773376465, 'box_points': [211, 275, 270, 441]}]",[],"[{'name': 'person', 'percentage_probability': 79.61493730545044, 'box_points': [582, 109, 604, 171]}, {'name': 'person', 'percentage_probability': 60.49448847770691, 'box_points': [555, 147, 566, 177]}, {'name': 'person', 'percentage_probability': 61.63274645805359, 'box_points': [526, 152, 538, 190]}, {'name': 'person', 'percentage_probability': 88.72804641723633, 'box_points': [452, 170, 473, 215]}, {'name': 'person', 'percentage_probability': 59.12555456161499, 'box_points': [495, 155, 534, 199]}]","[{'name': 'person', 'percentage_probability': 87.49032616615295, 'box_points': [53, 160, 76, 214]}, {'name': 'person', 'percentage_probability': 76.88071727752686, 'box_points': [76, 159, 95, 212]}, {'name': 'bicycle', 'percentage_probability': 62.97929286956787, 'box_points': [106, 185, 133, 213]}, {'name': 'person', 'percentage_probability': 61.96489334106445, 'box_points': [110, 150, 136, 212]}, {'name': 'person', 'percentage_probability': 63.97576928138733, 'box_points': [137, 140, 158, 214]}, {'name': 'person', 'percentage_probability': 89.8094654083252, 'box_points': [147, 157, 188, 274]}]",[]
uuid:09f8c6da-30a7-4ede-8168-6094633b8b5e,Feb 8,Viana,Viana Sede,1549624479259.jpg,Left,1549624491100.jpg,Left-front,1549624501171.jpg,Front,1549624508531.jpg,Front-right,1549624527711.jpg,Right,1549624540671.jpg,"[{'name': 'fire hydrant', 'percentage_probability': 82.5003981590271, 'box_points': [97, 256, 121, 315]}]","[{'name': 'person', 'percentage_probability': 93.33251714706421, 'box_points': [195, 231, 231, 341]}]","[{'name': 'person', 'percentage_probability': 67.70217418670654, 'box_points': [346, 214, 371, 279]}, {'name': 'person', 'percentage_probability': 50.34566521644592, 'box_points': [329, 273, 402, 343]}]",[],[],"[{'name': 'person', 'percentage_probability': 96.07692360877991, 'box_points': [199, 163, 224, 234]}, {'name': 'person', 'percentage_probability': 96.80163860321045, 'box_points': [1, 170, 97, 338]}]"
uuid:09f9962a-2cb1-484f-b787-e7fad86fdb1c,Feb 1,Samba,Samba,1549029074882.jpg,Left,1549029090386.jpg,Left-front,1549029100769.jpg,Front,1549029118579.jpg,Front-right,1549029128421.jpg,Right,1549029138390.jpg,[],[],"[{'name': 'person', 'percentage_probability': 92.52630472183228, 'box_points': [0, 326, 77, 477]}]",[],[],[]
uuid:0a62fb98-9fc8-4b5c-8a26-e6969c00b430,Feb 14,Viana,Viana Sede,1550147718765.jpg,Left,1550147734080.jpg,Left-front,1550147742963.jpg,Front,1550147754035.jpg,Front-right,1550147765258.jpg,Right,1550147778323.jpg,[],[],[],[],[],[]
uuid:0aac332e-4487-47d9-9b16-711f87b1d580,Mar 1,Viana,Viana Sede,1551454255604.jpg,Left,1551454280058.jpg,Left-front,1551454289092.jpg,Front,1551454299984.jpg,Front-right,1551454311374.jpg,Right,1551454325498.jpg,[],[],[],"[{'name': 'car', 'percentage_probability': 96.24179005622864, 'box_points': [511, 203, 632, 348]}]","[{'name': 'car', 'percentage_probability': 97.34415411949158, 'box_points': [45, 144, 347, 299]}, {'name': 'car', 'percentage_probability': 75.16860961914062, 'box_points': [508, 216, 632, 349]}]","[{'name': 'car', 'percentage_probability': 98.06527495384216, 'box_points': [48, 150, 356, 347]}]"
uuid:0ad0dd29-73b1-41c4-9ea7-b8eee399e63f,Feb 4,Viana,Viana Sede,1549292699573.jpg,Left,1549292714560.jpg,Left-front,1549292724861.jpg,Front,1549292738137.jpg,Front-right,1549292749232.jpg,Right,1549292759399.jpg,[],[],[],[],"[{'name': 'person', 'percentage_probability': 58.42147469520569, 'box_points': [575, 185, 593, 244]}]",[]
uuid:0b03a728-e720-475e-89e2-ebc6e2f9ecf0,Feb 3,Ingombota,Ilha do Cabo,1549195163769.jpg,Left,1549195184001.jpg,Left-front,1549195193594.jpg,Front,1549195202383.jpg,Front-right,1549195211733.jpg,Right,1549195221604.jpg,[],[],[],[],"[{'name': 'person', 'percentage_probability': 61.401885747909546, 'box_points': [520, 207, 542, 261]}, {'name': 'person', 'percentage_probability': 55.236876010894775, 'box_points': [534, 208, 550, 260]}]","[{'name': 'person', 'percentage_probability': 74.24566149711609, 'box_points': [54, 137, 73, 193]}]"
uuid:0b75068d-eaf1-49f8-b2c3-22aad2129675,Feb 11,Kilamba Kiaxi,Kilamba Kiaxi,1549900833389.jpg,Left,1549900860769.jpg,Left-front,1549900871639.jpg,Front,1549900881491.jpg,Front-right,1549900900326.jpg,Right,1549900910714.jpg,"[{'name': 'person', 'percentage_probability': 76.8724799156189, 'box_points': [19, 1, 54, 87]}, {'name': 'person', 'percentage_probability': 68.15690994262695, 'box_points': [1, 363, 129, 473]}]",[],"[{'name': 'car', 'percentage_probability': 68.79732608795166, 'box_points': [151, 24, 172, 41]}, {'name': 'person', 'percentage_probability': 72.15466499328613, 'box_points': [244, 17, 262, 67]}, {'name': 'person', 'percentage_probability': 66.32908582687378, 'box_points': [300, 16, 318, 71]}, {'name': 'person', 'percentage_probability': 56.22430443763733, 'box_points': [68, 27, 86, 76]}]","[{'name': 'person', 'percentage_probability': 97.45389223098755, 'box_points': [259, 81, 304, 239]}]","[{'name': 'car', 'percentage_probability': 62.8801703453064, 'box_points': [598, 78, 620, 93]}, {'name': 'car', 'percentage_probability': 62.64692544937134, 'box_points': [617, 65, 639, 113]}, {'name': 'person', 'percentage_probability': 61.87983751296997, 'box_points': [399, 70, 414, 119]}, {'name': 'person', 'percentage_probability': 56.33576512336731, 'box_points': [411, 67, 429, 120]}, {'name': 'person', 'percentage_probability': 64.845871925354, 'box_points': [432, 75, 449, 120]}, {'name': 'person', 'percentage_probability': 68.5595691204071, 'box_points': [449, 73, 465, 120]}, {'name': 'truck', 'percentage_probability': 70.15682458877563, 'box_points': [495, 65, 558, 105]}, {'name': 'person', 'percentage_probability': 87.77929544448853, 'box_points': [186, 63, 213, 146]}]","[{'name': 'car', 'percentage_probability': 52.79170274734497, 'box_points': [326, 155, 346, 175]}, {'name': 'car', 'percentage_probability': 93.18405389785767, 'box_points': [288, 158, 328, 195]}, {'name': 'truck', 'percentage_probability': 64.7687554359436, 'box_points': [211, 149, 269, 190]}, {'name': 'car', 'percentage_probability': 83.30660462379456, 'box_points': [338, 157, 390, 201]}]"
uuid:0b931997-7b62-4ffc-bdde-d0d76dac7557,Feb 14,Viana,Viana Sede,1550143208837.jpg,Left,1550143218019.jpg,Left-front,1550143224979.jpg,Front,1550143231598.jpg,Front-right,1550143238273.jpg,Right,1550143246017.jpg,"[{'name': 'person', 'percentage_probability': 55.92799186706543, 'box_points': [314, 41, 326, 82]}, {'name': 'person', 'percentage_probability': 54.13596034049988, 'box_points': [374, 50, 385, 80]}, {'name': 'person', 'percentage_probability': 59.975939989089966, 'box_points': [385, 45, 398, 82]}, {'name': 'person', 'percentage_probability': 66.73663854598999, 'box_points': [401, 44, 412, 85]}, {'name': 'person', 'percentage_probability': 51.431095600128174, 'box_points': [349, 53, 363, 82]}, {'name': 'person', 'percentage_probability': 84.39428806304932, 'box_points': [283, 43, 299, 94]}, {'name': 'person', 'percentage_probability': 60.57194471359253, 'box_points': [612, 76, 641, 192]}, {'name': 'person', 'percentage_probability': 98.48555326461792, 'box_points': [444, 7, 500, 172]}, {'name': 'person', 'percentage_probability': 84.29961204528809, 'box_points': [547, 99, 604, 179]}]",[],"[{'name': 'cake', 'percentage_probability': 61.2169623374939, 'box_points': [179, 199, 449, 349]}]",[],[],"[{'name': 'person', 'percentage_probability': 68.71012449264526, 'box_points': [425, 48, 432, 69]}, {'name': 'person', 'percentage_probability': 75.70233941078186, 'box_points': [401, 49, 419, 91]}, {'name': 'bowl', 'percentage_probability': 84.45817828178406, 'box_points': [541, 149, 612, 182]}, {'name': 'person', 'percentage_probability': 91.39548540115356, 'box_points': [367, 31, 405, 136]}]"
uuid:0c11ae51-fdcf-4bf2-a351-2671f2769134,Feb 9,Viana,Viana Sede,1549705273995.jpg,Left,1549705293829.jpg,Left-front,1549705304674.jpg,Front,1549705316398.jpg,Front-right,1549705331410.jpg,Right,1549705361890.jpg,[],[],"[{'name': 'car', 'percentage_probability': 82.7759861946106, 'box_points': [53, 19, 115, 61]}, {'name': 'person', 'percentage_probability': 54.75279688835144, 'box_points': [59, 8, 92, 66]}]",[],[],"[{'name': 'car', 'percentage_probability': 97.92661666870117, 'box_points': [301, 156, 358, 199]}]"
uuid:0c3d54f7-39b7-443e-989b-90951eebbca1,Feb 2,Maianga,Prenda,1549103150258.jpg,Left,1549103160578.jpg,Left-front,1549103175917.jpg,Front,1549103183213.jpg,Front-right,1549103190434.jpg,Right,1549103199044.jpg,[],[],[],[],[],"[{'name': 'person', 'percentage_probability': 72.48376607894897, 'box_points': [463, 150, 477, 188]}]"
uuid:0c424c53-112e-4144-b65b-002f6ea33719,Feb 23,Kilamba Kiaxi,Kilamba Kiaxi,1550924581280.jpg,Left,1550924593511.jpg,Left-front,1550924604335.jpg,Front,1550924614810.jpg,Front-right,1550924624873.jpg,Right,1550924637965.jpg,"[{'name': 'person', 'percentage_probability': 76.42661333084106, 'box_points': [71, 144, 100, 228]}, {'name': 'person', 'percentage_probability': 92.14539527893066, 'box_points': [132, 145, 163, 234]}, {'name': 'person', 'percentage_probability': 79.84891533851624, 'box_points': [106, 147, 137, 238]}]","[{'name': 'person', 'percentage_probability': 95.42458057403564, 'box_points': [138, 440, 195, 632]}]",[],"[{'name': 'umbrella', 'percentage_probability': 75.75743198394775, 'box_points': [478, 122, 540, 189]}, {'name': 'person', 'percentage_probability': 52.68889665603638, 'box_points': [485, 149, 527, 268]}, {'name': 'person', 'percentage_probability': 70.62374353408813, 'box_points': [444, 141, 491, 292]}, {'name': 'person', 'percentage_probability': 54.56908345222473, 'box_points': [455, 140, 514, 301]}, {'name': 'person', 'percentage_probability': 75.64030885696411, 'box_points': [483, 203, 560, 361]}]","[{'name': 'person', 'percentage_probability': 96.97571992874146, 'box_points': [261, 232, 299, 340]}, {'name': 'person', 'percentage_probability': 98.1398344039917, 'box_points': [144, 208, 204, 317]}]","[{'name': 'truck', 'percentage_probability': 52.48614549636841, 'box_points': [220, 58, 262, 92]}, {'name': 'car', 'percentage_probability': 70.26889324188232, 'box_points': [197, 76, 243, 117]}, {'name': 'person', 'percentage_probability': 92.31951236724854, 'box_points': [153, 80, 193, 195]}, {'name': 'person', 'percentage_probability': 78.84676456451416, 'box_points': [295, 26, 406, 450]}, {'name': 'person', 'percentage_probability': 76.48626565933228, 'box_points': [354, 252, 466, 480]}, {'name': 'person', 'percentage_probability': 87.92264461517334, 'box_points': [452, 171, 550, 473]}]"
uuid:0c5e4ed8-b157-47d7-b78c-2f80081a1207,Jan 30,Rangel,Terra Nova,1548852994268.jpg,Left,1548853008618.jpg,Left-front,1548853018096.jpg,Front,1548853027639.jpg,Front-right,1548853035916.jpg,Right,1548853051863.jpg,[],[],[],"[{'name': 'bowl', 'percentage_probability': 90.6259298324585, 'box_points': [0, 354, 77, 434]}, {'name': 'handbag', 'percentage_probability': 51.46811604499817, 'box_points': [146, 345, 206, 430]}, {'name': 'person', 'percentage_probability': 96.76305651664734, 'box_points': [59, 165, 213, 476]}]",[],[]
uuid:0ca31132-caa1-4987-9b1d-ac0be9e1da0f,Feb 11,Viana,Viana Sede,1549900004109.jpg,Left,1549900028116.jpg,Left-front,1549900037652.jpg,Front,1549900056211.jpg,Front-right,1549900093595.jpg,Right,1549900126043.jpg,"[{'name': 'person', 'percentage_probability': 90.33094644546509, 'box_points': [24, 225, 49, 293]}, {'name': 'person', 'percentage_probability': 88.42313289642334, 'box_points': [49, 221, 85, 306]}]",[],"[{'name': 'person', 'percentage_probability': 90.05330801010132, 'box_points': [286, 139, 320, 222]}, {'name': 'person', 'percentage_probability': 86.36066913604736, 'box_points': [456, 168, 474, 225]}]","[{'name': 'person', 'percentage_probability': 70.16385197639465, 'box_points': [127, 203, 169, 250]}, {'name': 'person', 'percentage_probability': 53.875285387039185, 'box_points': [233, 243, 265, 338]}, {'name': 'person', 'percentage_probability': 63.57334852218628, 'box_points': [212, 254, 236, 345]}, {'name': 'person', 'percentage_probability': 79.86378073692322, 'box_points': [172, 229, 224, 348]}, {'name': 'person', 'percentage_probability': 56.58271312713623, 'box_points': [218, 244, 251, 342]}, {'name': 'person', 'percentage_probability': 73.53245615959167, 'box_points': [258, 240, 301, 351]}]","[{'name': 'bottle', 'percentage_probability': 50.56494474411011, 'box_points': [50, 162, 67, 211]}]","[{'name': 'person', 'percentage_probability': 86.83184385299683, 'box_points': [267, 281, 347, 359]}]"
uuid:0cb72a4e-169c-4a7e-b64e-ec45678f6dde,Feb 6,Viana,Viana Sede,1549453227889.jpg,Left,1549453245182.jpg,Left-front,1549453252786.jpg,Front,1549453260238.jpg,Front-right,1549453276496.jpg,Right,1549453283760.jpg,"[{'name': 'person', 'percentage_probability': 88.97709846496582, 'box_points': [254, 52, 272, 93]}, {'name': 'motorcycle', 'percentage_probability': 91.49702191352844, 'box_points': [237, 68, 288, 109]}, {'name': 'car', 'percentage_probability': 76.40495300292969, 'box_points': [2, 40, 83, 97]}, {'name': 'bench', 'percentage_probability': 53.855276107788086, 'box_points': [14, 160, 167, 226]}]",[],"[{'name': 'person', 'percentage_probability': 83.44039916992188, 'box_points': [510, 7, 548, 64]}, {'name': 'person', 'percentage_probability': 75.64436197280884, 'box_points': [535, 29, 572, 106]}, {'name': 'motorcycle', 'percentage_probability': 56.67375922203064, 'box_points': [537, 44, 579, 117]}, {'name': 'bench', 'percentage_probability': 61.62341833114624, 'box_points': [308, 127, 543, 222]}]",[],"[{'name': 'person', 'percentage_probability': 77.30937600135803, 'box_points': [467, 38, 478, 71]}]","[{'name': 'person', 'percentage_probability': 74.45352077484131, 'box_points': [37, 31, 49, 65]}, {'name': 'car', 'percentage_probability': 76.01568698883057, 'box_points': [353, 38, 432, 78]}, {'name': 'truck', 'percentage_probability': 53.60403060913086, 'box_points': [291, 1, 359, 73]}]"
uuid:0cbe9fcf-7238-4153-88f7-c0dc44be8064,Feb 2,Kilamba Kiaxi,Kilamba Kiaxi,1549101822067.jpg,Left,1549101886091.jpg,Left-front,1549101904802.jpg,Front,1549101919331.jpg,Front-right,1549101930313.jpg,Right,1549101951781.jpg,[],[],"[{'name': 'person', 'percentage_probability': 95.71021795272827, 'box_points': [0, 147, 52, 342]}]",[],[],[]
