,r0,r1,r2,r3,r4,r5,r6,r7,g0,g1,g2,g3,g4,g5,g6,g7,b0,b1,b2,b3,b4,b5,b6,b7,total_income_2_b,total_deprivations,Wealth_Index,total_deprivations_2,Poor_MPI,Severely_Poor_MPI,train,truck,car,potted plant,person
666,5244,24809,85046,190503,199217,101019,204179,111583,5699,39685,87882,205419,284160,108236,125095,65424,32854,84993,225337,317027,341937,86026,49666,90960,80000.0,0.44599998,0.35062909,5,Poor,Non_Severely_Poor,0,0,0,0,0
667,12447,38581,104953,165919,180671,136081,212957,69991,18123,95685,211760,133513,79229,173830,147807,61653,76676,146425,228880,236810,150276,106752,58545,224436,52000.0,0.33399999,-0.79770768,3,Poor,Non_Severely_Poor,0,0,0,0,0
668,921600,0,0,0,0,0,0,0,921600,0,0,0,0,0,0,0,1228800,0,0,0,0,0,0,0,320000.0,0.22299999,4.3198299,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
669,39166,74371,119810,157172,276767,103257,106439,44618,60990,82530,137612,180568,240525,73503,59185,86687,218941,164025,233005,278941,127803,88478,45784,71823,0.0,0.16699999999999998,3.2870462,1,Non_Poor,Non_Severely_Poor,0,0,0,0,9
670,469,11743,47140,122918,279070,156898,29898,43064,833,19921,66251,178215,279417,80556,37412,28595,12873,88575,180151,279853,215729,82850,39006,22563,54000.0,0.38999999,-0.68346995,4,Poor,Non_Severely_Poor,0,0,0,0,5
671,73310,127376,150005,176960,118816,173025,75142,26966,72711,136475,129690,231433,76781,170013,85596,18901,112086,200112,198118,214717,170165,207908,104103,21591,248142.86,0.22299999,4.5887723,2,Non_Poor,Non_Severely_Poor,0,0,3,0,4
672,27083,54578,80751,112803,265515,214864,101537,64469,32134,91722,95153,196933,245676,71747,120157,68078,134565,177576,272786,143680,162862,114425,135629,87277,129000.0,0.22299999,-0.75972563,2,Non_Poor,Non_Severely_Poor,0,1,0,0,4
673,12658,59606,46601,65625,118891,201371,170269,16179,12642,61048,66504,102336,180278,214460,42327,11605,26266,85343,137524,279056,259996,74734,44804,13877,81714.281,0.16699999999999998,-0.85504985,1,Non_Poor,Non_Severely_Poor,0,0,0,0,5
674,83670,91660,133365,139151,148197,159711,97678,68168,72882,92874,129038,162014,125069,145444,125898,68381,86482,130063,221295,221040,154497,115637,106271,193515,15000.0,0.50199997,-3.8140635,5,Poor,Poor,0,0,0,0,1
675,38605,43460,49504,51689,108177,296735,305783,27647,45106,62378,67948,93305,157988,438819,49492,6564,103389,192439,145456,272433,221851,162749,106712,23771,66500.0,0.33399999,0.23199365,3,Poor,Non_Severely_Poor,0,0,1,0,5
676,38476,31370,46075,109609,191909,164012,85845,23904,37503,41112,68978,139617,222804,106685,40239,34262,56977,84471,157316,258262,218854,56481,23588,65651,3000.0,0.38999999,1.2634028,4,Poor,Non_Severely_Poor,0,0,0,0,12
677,17430,33575,40226,150949,180621,200756,58578,9065,31886,29491,50716,197022,228518,84200,58812,10555,51330,64910,150599,326341,188494,65138,59467,15321,60000.0,0.33399999,-0.21304698,3,Poor,Non_Severely_Poor,0,0,6,0,9
678,36535,74447,128749,155009,127843,160020,214204,24793,57039,116436,162542,114243,66669,183158,206440,15073,148837,218299,216678,190981,223315,45067,158099,27524,10000.0,0.27899998,-1.5714123,2,Non_Poor,Non_Severely_Poor,0,1,0,0,8
679,26272,53834,78145,129917,159398,116098,88228,39308,26720,70178,73281,131829,192496,86076,69717,40903,79361,144164,134221,147588,191012,114383,60859,50012,330000.0,0.33399999,5.1857934000000006,3,Poor,Non_Severely_Poor,0,0,6,0,2
680,49361,53472,88425,118535,75381,150419,72832,82775,55181,73503,104927,206211,90250,67841,9933,83354,75479,98473,123930,229491,188199,100474,14998,90556,78000.0,0.16699999999999998,1.8736254,1,Non_Poor,Non_Severely_Poor,0,0,2,0,0
681,570,18833,63132,109218,107565,489405,86812,46065,950,27044,110088,112584,491001,55420,74064,50449,21449,141091,189875,677544,37510,18945,87684,54702,31000.0,0.38999999,-0.56125748,4,Poor,Non_Severely_Poor,0,0,0,0,6
682,71,5624,58978,141921,244414,201128,21483,17581,240,18510,90356,128011,216253,186795,32260,18775,11520,44225,105259,205930,310213,177772,46154,20527,170000.0,0.44599998,-2.3791556000000003,5,Poor,Non_Severely_Poor,0,0,0,0,1
683,89575,73218,73679,134206,165206,174086,126978,84652,106364,96158,89915,143275,136654,179198,95163,74873,128542,168573,162229,191678,206466,112305,120440,138567,233000.0,0.16699999999999998,-1.5449042,1,Non_Poor,Non_Severely_Poor,0,0,4,0,3
684,22532,82673,153495,78275,83004,93027,137341,40853,29261,116566,145376,53376,51814,93429,161992,39386,149402,196357,143462,91403,63728,125017,89208,63023,226428.56,0.50199997,-3.6624713,5,Poor,Poor,0,0,0,3,0
685,7920162,5771071,4257087,3239673,3788494,2424739,6679051,4260587,4458140,8662951,5677849,2917771,4017191,2185347,4439709,5981906,13356757,6491102,7790486,4082871,4516527,1708253,2297034,10878122,,0.0,8.1229105,1,Non_Poor,Non_Severely_Poor,0,0,11,4,0
686,57080,79847,121002,143698,190354,180192,36042,113385,68245,96099,134632,149476,198359,124566,33680,116543,128707,162226,149941,225025,275153,111290,49995,126463,190000.0,0.33399999,-0.67815667,3,Poor,Non_Severely_Poor,0,0,0,1,5
687,101850,83441,74280,80089,101753,333489,145711,987,57358,78903,158571,109934,120360,266456,128738,1280,114671,174593,206719,282764,126873,104523,202603,16054,62000.0,0.50099999,2.7031929,5,Poor,Poor,0,2,1,0,3
688,0,3,18727,237049,284057,328109,53641,14,0,42,140041,161664,321166,223552,75125,10,158,117672,258899,493050,189828,95431,73738,24,0.0,0.50199997,-4.5290141,5,Poor,Poor,0,0,0,0,1
689,81857,140902,83292,60939,76483,124352,236359,117416,111472,133401,66902,85405,103729,196174,134167,90350,203361,165040,157468,208983,193965,79803,100737,119443,74000.0,0.0,2.7577286,1,Non_Poor,Non_Severely_Poor,0,0,0,0,4
690,52350,106345,98697,139852,284025,130003,78961,31367,109506,97920,124623,153118,203393,109956,96499,26585,244298,136547,169771,140329,237429,136256,126599,37571,170000.0,0.33399999,0.80115616,3,Poor,Non_Severely_Poor,0,0,2,1,9
691,23100,28026,23706,42163,116765,257894,165372,34174,34160,33903,59387,106314,234519,142703,54030,26184,107772,78733,138451,286900,172207,78622,40893,18022,259000.0,0.22299999,0.6607824000000001,2,Non_Poor,Non_Severely_Poor,0,0,0,0,17
692,52643,65404,90833,105495,204373,267615,121926,13311,47109,83456,100688,111295,262767,260775,45960,9550,110803,161895,161388,265885,214489,202188,69824,42328,40000.0,0.16699999999999998,1.166304,1,Non_Poor,Non_Severely_Poor,0,1,12,0,0
693,969,7960,5466,4890,69652,316373,486212,30078,14166,4287,22969,253204,330638,294876,1200,260,29395,10201,191690,382888,466900,146656,881,189,102000.0,0.33500001,-1.3302093,4,Poor,Non_Severely_Poor,0,0,0,0,0
694,5807,62341,111300,89058,90731,354660,207559,144,39007,54093,156996,90251,132357,359435,89420,41,114484,256208,434389,113238,14737,214623,81119,2,40000.0,0.38999999,-1.3802125,4,Poor,Non_Severely_Poor,0,0,0,0,1
695,6542,27323,21808,48645,71498,274619,131211,109554,9425,56728,49850,104578,283991,108726,52826,25076,33068,150659,216643,274908,129376,88957,2207,25782,35000.0,0.33399999,-0.74109519,3,Poor,Non_Severely_Poor,0,0,0,0,1
696,22729,24107,70068,136763,149045,93863,191447,3178,26609,65092,91082,142432,106382,199732,49868,10003,50225,95123,225994,170076,242088,99209,25864,13021,30000.0,0.44599998,-0.76381385,5,Poor,Non_Severely_Poor,0,0,0,7,1
697,10717,30375,32169,67234,180863,244603,103230,22009,6111,35906,54672,130619,210398,187759,41123,24612,27050,59147,207076,330221,152951,66679,48207,30269,96000.0,0.33399999,-1.0329739,3,Poor,Non_Severely_Poor,0,0,0,0,1
698,32660,44579,59682,116551,202450,167668,62273,5337,24078,48127,74820,112606,230299,155424,40242,5604,32062,62325,91897,177466,401328,144534,5922,6066,127000.0,0.38999999,2.3809299,4,Poor,Non_Severely_Poor,0,0,1,0,0
699,101731,49531,45519,71228,174182,253130,144629,81650,27161,132321,66776,122681,252678,88165,143190,88628,116486,160255,264364,288031,56521,48216,181866,113061,120000.0,0.16699999999999998,0.4212032,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
700,5618,24440,40478,106233,252568,163694,93854,4315,13347,29150,62156,179423,219216,127938,55847,4123,39596,126470,213968,202886,200547,75476,44541,18116,60000.0,0.056000002,0.030838758,1,Non_Poor,Non_Severely_Poor,0,0,0,1,9
701,14115,71835,101286,108342,236592,165473,183725,40232,23816,107280,82353,158697,241466,161621,83502,62865,51599,146155,229723,319411,225865,114775,70545,70727,60000.0,0.22299999,-1.081565,2,Non_Poor,Non_Severely_Poor,0,0,0,0,11
702,13961,28573,34475,58701,99696,139402,298507,17885,24865,51270,58377,90681,187577,270987,7257,186,56989,87033,243122,237070,221162,74939,535,750,164357.14,0.16699999999999998,-1.0796125,1,Non_Poor,Non_Severely_Poor,0,0,2,0,0
703,46966,95671,76540,93321,180936,252057,153959,22150,42961,118525,83333,103776,275723,272768,3959,20555,175662,200031,234837,251565,121100,137858,85363,22384,123000.0,0.50199997,-1.5478914,5,Poor,Poor,0,0,0,0,3
704,5720,60358,123551,83629,64958,156863,145523,50598,13603,74402,139024,74309,183341,128194,29871,48456,50883,166068,248462,209829,82896,19914,43219,100329,91000.0,0.22299999,-0.55829889,2,Non_Poor,Non_Severely_Poor,0,0,0,0,14
705,39774,81006,82115,157278,213486,245576,95608,6757,37961,96666,78533,113130,283483,262842,41558,7427,57939,195860,158966,197314,255643,205228,91936,65914,0.0,0.16699999999999998,5.6872263,1,Non_Poor,Non_Severely_Poor,0,0,3,0,1
706,103905,50877,67348,140737,131555,308501,74790,43887,110023,111116,130359,194390,170581,121972,34791,48368,253725,218013,204706,270892,121027,72743,66433,21261,170000.0,0.38999999,-1.8446767,4,Poor,Non_Severely_Poor,0,1,0,0,0
707,9838,52154,91625,130528,156714,137795,71737,40809,14912,85318,119264,151666,95956,87640,95355,41089,92972,199408,186470,106985,66541,82025,87508,99691,22000.0,0.22299999,-2.6810026,2,Non_Poor,Non_Severely_Poor,0,2,0,0,15
708,1145,21468,33341,84155,234170,411754,99500,36067,9,12752,61921,205951,460027,138606,5365,36969,2347,92475,227474,516297,284839,36634,9950,58784,86285.719,0.16699999999999998,-0.9962756,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
709,32727,34448,59980,193392,314156,117586,109605,59706,4998,39788,218386,201240,213486,55884,91777,96041,7897,112771,281790,367399,159673,74071,133346,91853,45000.0,0.44599998,-1.7684211,5,Poor,Non_Severely_Poor,0,0,0,0,3
710,12075,67125,133390,152829,118097,147460,16990,43234,9188,54770,157046,181351,138081,94226,13703,42835,6794,82556,192409,236322,199376,134984,22720,46439,132000.0,0.22299999,1.7460197,2,Non_Poor,Non_Severely_Poor,0,0,0,0,4
711,9303,81656,98939,100555,93330,106989,261794,169034,11770,86340,137559,115927,169128,263087,91209,46580,87079,327658,259504,222933,127300,39586,100363,64377,240000.0,0.38999999,-0.90742481,4,Poor,Non_Severely_Poor,0,1,3,0,3
712,22583,21374,12905,113937,326982,154117,37114,2188,18130,22425,21721,136697,310681,120474,58353,2719,17861,21368,71790,267783,375504,146145,20282,867,53000.0,0.44599998,-2.6770818,5,Poor,Non_Severely_Poor,0,0,0,0,1
713,31503,81448,182572,216179,133237,54855,48877,172929,55228,148211,255971,157827,52258,24017,59565,168523,164794,224623,302792,142478,42208,58133,147605,146167,330000.0,0.22299999,4.337201599999998,2,Non_Poor,Non_Severely_Poor,0,0,2,0,8
714,26473,61453,99588,158119,183405,58882,209174,124506,21350,102206,113072,171326,147594,159613,79640,126799,115212,177172,168243,308240,137530,71284,144786,106333,0.0,0.50199997,-5.2444797,5,Poor,Poor,0,0,0,0,2
715,14404,32697,91686,106232,191818,339312,85036,60415,15052,49876,114638,145007,243386,252012,47047,54582,59738,131379,350913,154127,117651,247100,112720,55172,60000.0,0.38999999,-2.3487127,4,Poor,Non_Severely_Poor,0,0,0,0,0
716,14367,57277,74987,123886,102579,198485,235599,114420,17942,97256,150363,73545,76158,384710,74567,47059,92828,183296,169769,343714,113441,166375,114925,44452,405000.0,0.22299999,2.1140583,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
717,29144,32740,70428,131310,234213,174001,130794,118970,34526,56573,117559,200676,172945,152740,109852,76729,90488,144348,238769,219252,281867,153505,77641,22930,45000.0,0.22299999,-1.6048011,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
718,17962,81783,88530,80816,84613,97456,222598,17442,12924,114687,90450,85358,86005,133943,140821,27012,50973,169943,114964,151143,195514,35286,110083,93694,106000.0,0.44599998,-0.71108574,5,Poor,Non_Severely_Poor,0,0,0,0,3
719,93691,137204,103748,68921,62258,83204,72477,69697,116018,168088,85785,64083,70581,99764,63609,23272,256756,142634,101117,125934,175562,53396,46877,19324,25142.857000000004,0.22299999,-0.71862835,2,Non_Poor,Non_Severely_Poor,0,0,0,1,8
720,23791,48088,90824,85397,112224,277208,49802,3866,35305,60675,104998,81094,165158,202020,38348,3602,93977,124243,188532,264978,128110,73379,42888,5493,135000.0,0.27899998,-0.83327055,2,Non_Poor,Non_Severely_Poor,0,0,0,2,4
721,13668,20543,144381,215631,203240,150942,118085,55110,13570,46520,196370,200870,180042,148415,91389,44424,21359,142258,308260,241183,225121,181492,60271,48856,1000.0,0.33500001,-2.4588306,4,Poor,Non_Severely_Poor,0,0,0,0,2
722,89059,49764,39926,56112,144004,260229,24573,27533,70715,75969,60711,73039,161346,199494,20983,28943,123409,92306,87840,139455,288702,144957,16966,27965,120000.0,0.27899998,1.0139632,2,Non_Poor,Non_Severely_Poor,0,0,1,0,4
723,4179,19703,95985,154434,90845,145371,114422,66261,7192,41196,183226,90219,120792,123475,60853,64247,73754,307149,180659,61764,63415,77531,102471,54857,170000.0,0.38999999,-1.353078,4,Poor,Non_Severely_Poor,0,0,0,0,1
724,23149,77573,127231,116101,221330,273850,37137,45229,30689,111998,123981,107652,208849,244860,38499,55072,57629,193543,198019,216584,379993,85659,41749,55624,110000.0,0.33399999,2.6854432,3,Poor,Non_Severely_Poor,0,1,5,2,11
725,4372,31839,47107,193644,416200,171552,21298,35588,8620,36500,54939,185188,436318,155565,8451,36019,11303,39699,116661,342307,516935,129477,9797,62621,32500.0,0.33399999,0.60753047,3,Poor,Non_Severely_Poor,0,0,0,0,1
726,9503,153632,207510,159837,191752,88265,19762,91339,16809,139988,244628,192054,140235,71375,23089,93422,65096,206837,314800,254573,139451,81482,31232,135329,16428.57,0.50199997,-3.1715839,5,Poor,Poor,0,0,0,0,2
727,4948,39103,64294,73743,104080,207552,158095,39385,9109,79081,113688,93904,134312,176808,41367,42931,61112,137925,148990,277690,180632,33018,35682,46551,60000.0,0.22299999,0.66061789,2,Non_Poor,Non_Severely_Poor,0,0,0,1,3
728,7203,54426,121514,234399,173712,86484,164049,79813,3670,43392,162506,236658,186565,80692,84419,123698,15814,118488,241978,343233,180700,63570,113493,151524,45000.0,0.38999999,-1.0862653,4,Poor,Non_Severely_Poor,0,0,0,0,7
729,12162,35568,66377,125368,180671,240165,171314,89975,29741,73313,96776,130192,279822,160727,78899,72130,76395,121310,154952,240015,373126,129810,66675,66517,14571.428999999998,0.44599998,-1.1543264,5,Poor,Non_Severely_Poor,0,0,0,0,0
730,8376,44442,74929,100888,187815,207905,52911,13934,11310,50537,103102,119288,183078,165508,40540,17837,41646,162746,190925,136421,174051,157163,20955,37693,62000.0,0.22299999,3.1716015,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
731,0,0,4,547,172769,516910,949,21,0,10,414,93122,592924,4690,38,2,0,15,2608,248998,668593,1344,37,5,68000.0,0.33399999,1.166304,3,Poor,Non_Severely_Poor,0,0,0,0,0
732,78521,112088,96759,111871,140848,110155,161178,110180,72035,108197,118343,135333,238964,106845,40115,101768,198810,251800,202241,141148,174770,63948,46781,149302,45000.0,0.33399999,-0.53758967,3,Poor,Non_Severely_Poor,0,6,10,1,3
733,7166,38980,67051,66305,128377,303291,300800,9630,16683,77528,145279,74568,128156,341872,125722,11792,77922,189669,128282,196898,350743,142383,97571,45332,10000.0,0.27899998,-1.0565984,2,Non_Poor,Non_Severely_Poor,0,1,0,0,2
734,1093,6793,36668,91730,371603,279186,110869,23658,48,11330,53356,196667,348727,188312,95964,27196,12995,61015,205530,372249,290535,183213,76153,27110,176571.44,0.22299999,2.0138159,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
735,14860,30446,58172,161033,183216,144738,250709,78426,17889,87982,140051,141449,115427,210764,184234,23804,86578,252415,160569,204884,203462,125671,107283,87938,74000.0,0.33399999,-0.96656781,3,Poor,Non_Severely_Poor,0,0,1,0,0
736,3136,28094,62776,122057,157583,184938,111953,20663,7478,49933,111232,150258,163141,101626,60252,47280,53294,168436,226608,184097,130492,41231,44423,73019,45000.0,0.16699999999999998,0.36354291,1,Non_Poor,Non_Severely_Poor,0,0,0,1,8
737,19068,32162,75710,113332,89153,242108,113272,6395,23376,76656,53303,111253,118906,265808,36248,5650,58152,102974,92993,197537,293491,135076,23288,18089,280000.0,0.55699998,0.75788492,5,Poor,Poor,0,0,0,0,3
738,0,0,191,11816,164546,329780,242997,172270,3066,126774,119072,156974,220948,202264,85776,6726,20429,153705,176778,267665,355171,191446,58407,5199,10000.0,0.27899998,-2.0746229,2,Non_Poor,Non_Severely_Poor,0,0,0,0,3
739,17743,43021,100089,198933,286101,172387,68274,35052,21002,48634,99002,210609,242332,192899,32070,75052,29162,122360,200241,315413,285542,147059,37743,91280,328000.0,0.22299999,1.598931,2,Non_Poor,Non_Severely_Poor,0,0,2,0,14
740,4169,63020,73087,100068,136342,90805,151493,72216,41032,73639,81867,80453,122998,198602,70256,22353,104673,106508,118630,257781,180602,47076,63926,42404,0.0,0.27899998,1.5183374,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
741,48534,60004,71905,126698,218029,83798,31327,50905,50312,68819,83463,115209,202690,84419,26434,59854,94900,119148,110896,139373,202418,130184,58728,65953,150000.0,0.0,0.70402086,1,Non_Poor,Non_Severely_Poor,1,0,4,3,3
742,402,18822,85085,135674,283277,205249,116952,76139,2136,72639,149564,176324,207940,198665,39465,74867,23854,148887,225124,211916,298660,173563,31698,115098,3428.5715,0.33500001,-4.819221,4,Poor,Non_Severely_Poor,0,0,0,0,0
743,45748,92192,86270,107004,236203,201276,143035,9872,30259,88450,94867,129119,255276,144474,155955,23200,71581,125085,128295,207744,280210,215020,135843,65022,170000.0,0.33399999,0.75743026,3,Poor,Non_Severely_Poor,0,0,1,0,5
744,28428,111192,193411,84918,195768,165320,43214,99349,20750,127546,212031,169835,131199,32723,100230,127286,67690,258429,322856,180626,25036,168337,78618,127208,140000.0,0.16699999999999998,3.6430578,1,Non_Poor,Non_Severely_Poor,0,0,3,1,3
745,45576,107759,325762,174610,91678,124728,50051,1436,66656,143817,107266,41969,239041,269619,51356,1876,196406,199422,127112,83121,305351,234090,59296,24002,533000.0,0.16699999999999998,2.7943001,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
746,13927,31285,48578,85394,340695,306849,56612,38260,10377,32025,62845,194398,404634,145608,31584,40129,19477,55568,259084,474628,231913,140460,7933,39737,240000.0,0.16699999999999998,5.7243891,1,Non_Poor,Non_Severely_Poor,0,0,0,0,6
747,6488,30810,75316,98520,110110,334073,175088,91195,41271,100829,54246,79069,319238,206132,117153,3662,165444,120271,184760,411862,186216,96291,8621,55335,0.0,0.33399999,-0.20569018,3,Poor,Non_Severely_Poor,0,0,0,0,1
748,1336,34460,116890,189025,203759,241004,102003,33123,2937,51193,188031,239566,195014,168264,50925,25670,185552,103490,227401,241053,193580,154788,80107,42829,100000.0,0.33399999,3.5862873,3,Poor,Non_Severely_Poor,0,0,0,1,3
749,2571,15474,16144,42264,327987,409174,76321,31665,2292,5768,19596,120237,446575,229920,63076,34136,18472,29015,86835,367567,483132,151454,36212,56113,4000.0,0.38999999,-0.21978582,4,Poor,Non_Severely_Poor,0,1,1,0,5
750,59541,69646,81755,134669,334187,170087,31532,40183,41818,76963,82446,144978,349118,160907,24766,40604,46702,149806,140952,195403,373602,210763,50246,61326,204571.42,0.27899998,-1.7314953000000002,2,Non_Poor,Non_Severely_Poor,0,0,0,2,0
751,35549,45530,60108,105431,219041,354937,84712,16292,45035,55130,100608,83874,261768,235170,117912,22103,88083,137247,208677,245490,225350,145723,134460,43770,0.0,0.33399999,4.6928763,3,Poor,Non_Severely_Poor,0,3,0,0,0
